Hotel_Description,Hotel_Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Hotel_Type
Guest Houses,ATHULYA VILLAS,"PANABOKKE,GANHATA ROAD,WATTAPPOLA.",8,A,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.547491,7.225436,Luxury
Guest Houses,FEELIN GOOD RESORT,"10TH MILE POST, UVA, KARADAGOLLA, ELLA.",7,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL,Luxury
Guest Houses,MAYA HOUSE,"MAYA HOUSE. ""OLD HOUSE"",ARANWELA,BELIATTA.",5,A,Hambantota,Hambantota,Beliatta Divisional Secretariat,80.7562,6.04275,Comfort
Guest Houses,THOTALAGALA PLANTERS LODGE,"THOTALAGALA,DAMBATENNE ROAD,HAPUTALE.",7,A,Badulla,Haputale,Haputale Divisional Secretariat,NULL,NULL,Comfort
Guest Houses,TARTARUGA HOTEL,"YADDEHIMULLA,UNAWATUNA,GALLE.",21,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL,Budget
Guest Houses,CEYLON TEA TRAILS,"DUNKELD BUNGALOW, DUNKELD ESTATE, DICKOYA",5,A,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,80.604018,6.834525,Budget
Guest Houses,PAMUNUWILA VILLAGE,"124/2,PAMUNUWILA ROAD,GONAWALA.",8,B,Gampaha,Biyagama Pradeshiya Sabha,Gampaha Divisional Secretariat,NULL,NULL,Luxury
Guest Houses,LEIJAY RESORT,"NO :43,NEW LANE,MADAWALAMULLA,GALLE.",14,B,Galle,Galle,Galle Divisional Secretariat,80.214118,6.060452,Luxruy
Guest Houses,VILLA VIANA,"64 A/1,MODARAWELLA,MARAWILA.",8,B,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.81374,7.424294,Comfort
Guest Houses,HOTEL SWISS DALE,"NO 7/5 THOTAGAMUWA, MATALE",12,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL,Comfort
Guest Houses,PALM STONE RETREAT,"KOSKANUWALA WATTA,MAHABAGE,KITHULGALA,",6,A,Kegalle,Yatiyantota Pradeshiya Sabha,Kegalle Divisional Secretariat,NULL,NULL,Budget
Guest Houses,HANGTIME,"540, WALIGAMA BYOASS ROAD, WELIGAMA",8,B,Matara,Matara,Matara Divisional Secretariat,80.434862,5.972947,Budget
Guest Houses,LEON HOTELS ARANA,"GALAKOTUWA,INAMALUWA,SIGIRIYA ROAD,SIGIRIYA.",7,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL,Luxury
Guest Houses,LARIO RESORT,"SIGIRIYA ROAD, GALAKOTUWA, SIGIRIYA",8,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL,Luxury
Guest Houses,RIDEE VILLA,"NO 321,PEELAGODA,UNAWATUNA.",14,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2506822,6.009911,Comfort
Guest Houses,VALLEE 69 ECO LEISURE,"237, WELIARAGODA, TISSAMAHARAMA",5,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.299924,6.289983,Comfort
Guest Houses,PASLA HOTEL,"NO 47, MAIN STREET, ELLA",8,B,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL,Budget
Guest Houses,NANDAWANAM GUEST HOUSE,"PASIKUDAH ROAD,KALKUDAH,",12,B,Batticaloa,Koralai Pattu,Koralai Pattu Divisional Secretariat,NULL,NULL,Budget
Guest Houses,ELEPHANT TRAIL,"NO 35, KATUPILAGAMA EKAMUTHUGAMA, SEWANAGALA",15,A,Moneragala,Thanamalwila Pradeshiya Sabha,Sewanagala Divisional Secratariat,NULL,NULL,Luxury
Guest Houses,ELLA FLOWER GARDEN AND RESORT,"THIRD MILE POST, PASSARA ROAD, ELLA",14,B,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.056488,6.870921,Luxruy
Guest Houses,HOTEL ONROCK,"WEMULLAHENA, ELLA",8,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL,Comfort
Guest Houses,GREEN LINE GUEST HOUSE,"MOONRAM PITY, PALIYARU, MANNAR",6,B,Mannar,MC,Manmunai North Divisional Secretariat,NULL,NULL,Comfort
Guest Houses,HOTEL CHATHUNA,"167, BAR ROAD, BATTICALOA",12,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.699582,7.727078,Budget
Guest Houses,VILLA CASSANDARA,"18/4, GLEN FALL ROAD, NUWARAELIYA.",5,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL,Budget
Guest Houses,ROCK SIDE CABANAS,"668, MATARA ROAD, MIHIRIPENNA, TALPE",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2648795,5.9997549,Luxury
Guest Houses,FOUR TEESS REST INN,"STATION ROAD,THODDAVELI,ERUKKALAMPITY,MANNAR.",12,B,Mannar,Mannar,Mannar Town,79.866652,9.025378,Luxury
Guest Houses,RESORT LIKE NO OTHER,"NO 410, LALITH KULASEKARA MAWATHA,UKGALBODA, GAMPAHA",9,A,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.951184,7.13904,Comfort
Guest Houses,HOTEL MOONSTONE,"M 18, PANADULAGAMA,ANURADHAPURA.",14,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL,Comfort
Guest Houses,HOSANNA KITE BEACH RESORT,"KUDAWA, KANDAKULIYA, KALPITIYA",9,C,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.725885,8.225591,Budget
Guest Houses,GIMDULA HOTEL & RESTAURNT,"NO. 17/7, SAMIDHU MAWATHA, PAMUNUWILA, GONAWALA",23,A,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,79.926401,6.969543,Budget
Guest Houses,THE PEARL GUEST HOUSE,"NO13,PORUTOTA ROAD,ETHTHUKALA,NEGAMBO.",6,B,Gampaha,Negombo,Katana Divisional Secretariat,79.8684713,7.159232,Luxury
Guest Houses,BLUE LOTUS GARDEN,"NO. 54 B, GORAKAPITIYA, PILIYANDALA",10,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.949708,6.817221,Luxruy
Guest Houses,DREAM GARDEN,"WHISKEY POINT, KODDUKAL, URANI, POTTUVIL",10,A,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.843111,6.902049,Comfort
Guest Houses,VILLA MAHAKANDA,"428, MAHAKANDA, HINDAGALA, PERADENIYA",6,A,Kandy,Gagawata Koralya,Gagawata,80.61347,7.223908,Comfort
Guest Houses,WE ESCAPE,"637, GALLE MATARA ROAD, PELENA",11,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.438673,5.974177,Budget
Guest Houses,DANADHEE JUNGLE REST,"PARAGALA, KURUWITA, THOPPIAHENA WATTA",12,A,Ratnapura,MC,Kuruvita Divisional Secretariat,80.396707,6.766477,Budget
Guest Houses,HOTEL NIRUTHA,"MAIN ROAD, KOMMATHURAI, CHENKALADY",10,A,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,NULL,NULL,Luxury
Guest Houses,BENTHOTA HIGHRICH RIVER VIEW RESORT,"NO 97, RIVERSIDE ROAD, ALUTHGAMA",6,B,Kalutara,Aluthgama,Beruwala Divisional Secretariat,79.996745,6.432034,Luxury
Guest Houses,MASTODON VALLEY SAFARI RESORT,"NO 16, KUMUDU, THANAMALVILA ROAD, UDAWALAWA",8,B,Ratnapura,Udawalawa,Embilipitiya Divisional Secretariat,80.808748,6.419872,Comfort
Guest Houses,PAPERMOON KUDILS,"KANAGAR VILLAGE, URANI, POTTUVIL 25",20,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.843322,6.908028,Comfort
Guest Houses,OSHADEE RIVER SIDE HOTEL,"BALAWINNA, PALLEBADDA",9,B,Ratnapura,Ratnapura,Godakawela Divisional Secretariat,80.6910768,6.4831592,Budget
Guest Houses,OWL AND THE PUSSY CAT,"NO. 788, MATARA ROAD, THALPE,GALLE.",16,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL,Budget
Guest Houses,SEA SIDE TERRACE,"22/2, HOLY CROSS AVENUE, MORATUWA",10,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.878547,6.77857,Luxury
Guest Houses,C NEGOMBO,"NO: 47, PORUTHOTA ROAD, KOCHCHIKADE",9,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.857377,7.265322,Luxruy
Guest Houses,ANANDA AYURVEDA RESORT,"HIDDARUWA, MIDDLE ROAD, KOSGODA",13,A,Galle,balapitiya,Balapitiya Divisional Secretariat,NULL,NULL,Comfort
Guest Houses,MAHO REST HOUSE,"REST HOUSE ROAD, REST HOUSE, MAHO",6,B,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,NULL,NULL,Comfort
Guest Houses,CULTURE RESORT,"24, BEACH ROAD, POLHENA, MATARA",8,A,Matara,Matara,Matara Divisional Secretariat,80.52699,5.936771,Budget
Guest Houses,DUWS WHITE HOUSE,"37/4, BEACH ROAD, MOUNT LAVINIA",10,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.864697,6.842611,Budget
Guest Houses,HOTEL EURO LANKA,"29, MILAGIRIYA AVENUE, (MARINE DRIVE), COLOMBO 04",35,A,Colombo,Colombo,Colombo Divisional Secretariat,79.854286,6.888464,Luxury
Guest Houses,THE VILLA DREAM HOLIDAYS,"NO 121,GIRIULLA ROAD,KANDAWALA,KATANA",11,A,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.894835,7.243119,Luxury
Guest Houses,CEYBANK REST NUWARA-ELIYA,"BADULLA ROAD,NUWARA-ELIYA",19,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.766646,6.965541,Comfort
